,"Electricity price (SE1, SEK/MWh)","Electricity price (SE2, SEK/MWh)","Electricity price (SE3, SEK/MWh)","Electricity price (SE4, SEK/MWh)"
2019-03-13 08:00:00,467.8,467.8,467.8,467.8
2019-03-13 09:00:00,463.9,463.9,463.9,463.9
2019-03-13 10:00:00,460.20000000000005,460.20000000000005,460.20000000000005,460.20000000000005
2019-03-13 11:00:00,457.0,457.0,457.0,457.0
2019-03-13 12:00:00,454.79999999999995,454.79999999999995,454.79999999999995,454.79999999999995
2019-03-13 13:00:00,454.20000000000005,454.20000000000005,454.20000000000005,454.20000000000005
2019-03-13 14:00:00,454.20000000000005,454.20000000000005,454.20000000000005,454.20000000000005
2019-03-13 15:00:00,456.59999999999997,456.59999999999997,456.59999999999997,456.59999999999997
2019-03-13 16:00:00,465.20000000000005,465.20000000000005,465.20000000000005,465.20000000000005
2019-03-13 17:00:00,469.6,469.6,469.6,469.6
2019-03-13 18:00:00,465.6,465.6,465.6,465.6
2019-03-13 19:00:00,448.7,448.7,448.7,448.7
2019-03-13 20:00:00,437.0,437.0,437.0,437.0
2019-03-13 21:00:00,414.6,414.6,414.6,414.6
2019-03-13 22:00:00,399.20000000000005,399.20000000000005,399.20000000000005,399.20000000000005
2019-03-13 23:00:00,371.2,371.2,371.2,371.2
2019-03-14 00:00:00,359.79999999999995,359.79999999999995,359.79999999999995,359.79999999999995
2019-03-14 01:00:00,363.2,363.2,363.2,363.2
2019-03-14 02:00:00,369.6,369.6,369.6,369.6
2019-03-14 03:00:00,396.2,396.2,396.2,396.2
2019-03-14 04:00:00,432.59999999999997,432.59999999999997,432.59999999999997,432.59999999999997
2019-03-14 05:00:00,442.0,442.0,442.0,442.0
2019-03-14 06:00:00,463.5,463.5,463.5,463.5
2019-03-14 07:00:00,475.09999999999997,475.09999999999997,475.09999999999997,475.09999999999997
2019-03-14 08:00:00,471.59999999999997,471.59999999999997,471.59999999999997,471.59999999999997
2019-03-14 09:00:00,466.9,466.9,466.9,466.9
2019-03-14 10:00:00,460.20000000000005,460.20000000000005,460.20000000000005,460.20000000000005
2019-03-14 11:00:00,458.29999999999995,458.29999999999995,458.29999999999995,458.29999999999995
2019-03-14 12:00:00,454.3,454.3,454.3,454.3
2019-03-14 13:00:00,453.1,453.1,453.1,453.1
2019-03-14 14:00:00,452.8,452.8,452.8,452.8
2019-03-14 15:00:00,453.1,453.1,453.1,453.1
2019-03-14 16:00:00,461.3,461.3,461.3,461.3
2019-03-14 17:00:00,467.40000000000003,467.40000000000003,467.40000000000003,467.40000000000003
2019-03-14 18:00:00,460.6,460.6,460.6,460.6
2019-03-14 19:00:00,453.0,453.0,453.0,453.0
2019-03-14 20:00:00,443.9,443.9,443.9,443.9
2019-03-14 21:00:00,436.0,436.0,436.0,436.0
2019-03-14 22:00:00,426.3,426.3,426.3,426.3
2019-03-14 23:00:00,433.29999999999995,433.29999999999995,433.29999999999995,433.29999999999995
2019-03-15 00:00:00,425.4,425.4,425.4,425.4
2019-03-15 01:00:00,426.59999999999997,426.59999999999997,426.59999999999997,426.59999999999997
2019-03-15 02:00:00,431.5,431.5,431.5,431.5
2019-03-15 03:00:00,435.09999999999997,435.09999999999997,435.09999999999997,435.09999999999997
2019-03-15 04:00:00,444.20000000000005,444.20000000000005,444.20000000000005,444.20000000000005
2019-03-15 05:00:00,455.0,455.0,455.0,455.0
2019-03-15 06:00:00,474.79999999999995,474.79999999999995,474.79999999999995,474.79999999999995
2019-03-15 07:00:00,476.59999999999997,476.59999999999997,476.59999999999997,476.59999999999997
2019-03-15 08:00:00,474.3,474.3,474.3,474.3
2019-03-15 09:00:00,471.2,471.2,471.2,471.2
2019-03-15 10:00:00,466.70000000000005,466.70000000000005,466.70000000000005,466.70000000000005
2019-03-15 11:00:00,463.0,463.0,463.0,463.0
2019-03-15 12:00:00,459.0,459.0,459.0,459.0
2019-03-15 13:00:00,455.20000000000005,455.20000000000005,455.20000000000005,455.20000000000005
2019-03-15 14:00:00,454.0,454.0,454.0,454.0
2019-03-15 15:00:00,455.0,455.0,455.0,455.0
2019-03-15 16:00:00,457.40000000000003,457.40000000000003,457.40000000000003,457.40000000000003
2019-03-15 17:00:00,461.2,461.2,461.2,461.2
2019-03-15 18:00:00,453.1,453.1,453.1,453.1
2019-03-15 19:00:00,445.7,445.7,445.7,445.7
2019-03-15 20:00:00,438.2,438.2,438.2,438.2
2019-03-15 21:00:00,436.59999999999997,436.59999999999997,436.59999999999997,436.59999999999997
2019-03-15 22:00:00,429.90000000000003,429.90000000000003,429.90000000000003,429.90000000000003
2019-03-15 23:00:00,428.6,428.6,428.6,428.6
2019-03-16 00:00:00,422.59999999999997,422.59999999999997,422.59999999999997,422.59999999999997
2019-03-16 01:00:00,420.4,420.4,420.4,420.4
2019-03-16 02:00:00,419.3,419.3,419.3,419.3
2019-03-16 03:00:00,426.3,426.3,426.3,426.3
2019-03-16 04:00:00,423.7,423.7,423.7,423.7
2019-03-16 05:00:00,423.6,423.6,423.6,423.6
2019-03-16 06:00:00,427.9,427.9,427.9,427.9
2019-03-16 07:00:00,427.70000000000005,427.70000000000005,427.70000000000005,427.70000000000005
2019-03-16 08:00:00,434.90000000000003,434.90000000000003,434.90000000000003,434.90000000000003
2019-03-16 09:00:00,438.29999999999995,438.29999999999995,438.29999999999995,438.29999999999995
2019-03-16 10:00:00,434.20000000000005,434.20000000000005,434.20000000000005,434.20000000000005
2019-03-16 11:00:00,420.90000000000003,420.90000000000003,420.90000000000003,420.90000000000003
2019-03-16 12:00:00,404.4,404.4,404.4,404.4
2019-03-16 13:00:00,404.4,404.4,404.4,404.4
2019-03-16 14:00:00,422.29999999999995,422.29999999999995,422.29999999999995,422.29999999999995
2019-03-16 15:00:00,431.5,431.5,431.5,431.5
2019-03-16 16:00:00,440.5,440.5,440.5,440.5
2019-03-16 17:00:00,449.79999999999995,449.79999999999995,449.79999999999995,449.79999999999995
2019-03-16 18:00:00,443.7,443.7,443.7,443.7
2019-03-16 19:00:00,433.40000000000003,433.40000000000003,433.40000000000003,433.40000000000003
2019-03-16 20:00:00,430.5,430.5,430.5,430.5
2019-03-16 21:00:00,426.2,426.2,426.2,426.2
2019-03-16 22:00:00,417.59999999999997,417.59999999999997,417.59999999999997,417.59999999999997
2019-03-16 23:00:00,381.5,381.5,381.5,381.5
2019-03-17 00:00:00,373.5,373.5,373.5,373.5
2019-03-17 01:00:00,367.1,367.1,367.1,367.1
2019-03-17 02:00:00,356.3,356.3,356.3,356.3
2019-03-17 03:00:00,357.59999999999997,357.59999999999997,357.59999999999997,357.59999999999997
2019-03-17 04:00:00,351.3,351.3,351.3,351.3
2019-03-17 05:00:00,328.0,328.0,328.0,328.0
2019-03-17 06:00:00,333.9,333.9,333.9,333.9
2019-03-17 07:00:00,363.7,363.7,363.7,363.7
2019-03-17 08:00:00,390.20000000000005,390.20000000000005,390.20000000000005,390.20000000000005
2019-03-17 09:00:00,390.0,390.0,390.0,390.0
2019-03-17 10:00:00,376.5,376.5,376.5,376.5
2019-03-17 11:00:00,367.40000000000003,367.40000000000003,367.40000000000003,367.40000000000003
2019-03-17 12:00:00,367.70000000000005,367.70000000000005,367.70000000000005,367.70000000000005
2019-03-17 13:00:00,364.6,364.6,364.6,364.6
2019-03-17 14:00:00,363.8,363.8,363.8,363.8
2019-03-17 15:00:00,368.0,368.0,368.0,368.0
2019-03-17 16:00:00,390.79999999999995,390.79999999999995,390.79999999999995,390.79999999999995
2019-03-17 17:00:00,417.59999999999997,417.59999999999997,417.59999999999997,417.59999999999997
2019-03-17 18:00:00,401.0,401.0,401.0,401.0
2019-03-17 19:00:00,367.9,367.9,367.9,367.9
2019-03-17 20:00:00,359.6,359.6,359.6,359.6
2019-03-17 21:00:00,333.7,333.7,333.7,333.7
2019-03-17 22:00:00,242.7,242.7,242.7,242.7
2019-03-17 23:00:00,319.9,319.9,319.9,319.9
2019-03-18 00:00:00,304.6,304.6,304.6,304.6
2019-03-18 01:00:00,288.6,288.6,288.6,288.6
2019-03-18 02:00:00,304.0,304.0,304.0,304.0
2019-03-18 03:00:00,381.2,381.2,381.2,381.2
2019-03-18 04:00:00,428.8,428.8,428.8,428.8
2019-03-18 05:00:00,446.3,446.3,446.3,446.3
2019-03-18 06:00:00,470.09999999999997,470.09999999999997,470.09999999999997,470.09999999999997
2019-03-18 07:00:00,462.8,462.8,462.8,462.8
2019-03-18 08:00:00,452.29999999999995,452.29999999999995,452.29999999999995,452.29999999999995
2019-03-18 09:00:00,448.8,448.8,448.8,448.8
2019-03-18 10:00:00,444.20000000000005,444.20000000000005,444.20000000000005,444.20000000000005
2019-03-18 11:00:00,443.1,443.1,443.1,443.1
2019-03-18 12:00:00,443.0,443.0,443.0,443.0
2019-03-18 13:00:00,441.3,441.3,441.3,441.3
2019-03-18 14:00:00,440.6,440.6,440.6,440.6
2019-03-18 15:00:00,441.59999999999997,441.59999999999997,441.59999999999997,441.59999999999997
2019-03-18 16:00:00,450.5,450.5,450.5,450.5
2019-03-18 17:00:00,467.29999999999995,467.29999999999995,467.29999999999995,467.29999999999995
2019-03-18 18:00:00,471.3,471.3,471.3,471.3
2019-03-18 19:00:00,463.2,463.2,463.2,463.2
2019-03-18 20:00:00,449.6,449.6,449.6,449.6
2019-03-18 21:00:00,436.5,436.5,436.5,436.5
2019-03-18 22:00:00,384.90000000000003,384.90000000000003,384.90000000000003,384.90000000000003
2019-03-18 23:00:00,408.9,408.9,408.9,408.9
2019-03-19 00:00:00,402.8,402.8,402.8,402.8
2019-03-19 01:00:00,391.9,391.9,391.9,391.9
2019-03-19 02:00:00,381.59999999999997,381.59999999999997,381.59999999999997,381.59999999999997
2019-03-19 03:00:00,422.59999999999997,422.59999999999997,422.59999999999997,422.59999999999997
2019-03-19 04:00:00,447.40000000000003,447.40000000000003,447.40000000000003,447.40000000000003
2019-03-19 05:00:00,475.7,475.7,475.7,475.7
2019-03-19 06:00:00,536.5,536.5,536.5,536.5
2019-03-19 07:00:00,569.0,569.0,569.0,569.0
2019-03-19 08:00:00,520.0,520.0,520.0,520.0
2019-03-19 09:00:00,484.6,484.6,484.6,484.6
2019-03-19 10:00:00,470.09999999999997,470.09999999999997,470.09999999999997,470.09999999999997
2019-03-19 11:00:00,464.4,464.4,464.4,464.4
2019-03-19 12:00:00,459.90000000000003,459.90000000000003,459.90000000000003,459.90000000000003
2019-03-19 13:00:00,457.8,457.8,457.8,457.8
2019-03-19 14:00:00,459.20000000000005,459.20000000000005,459.20000000000005,459.20000000000005
2019-03-19 15:00:00,466.8,466.8,466.8,466.8
2019-03-19 16:00:00,512.3,512.3,512.3,512.3
2019-03-19 17:00:00,577.3,577.3,577.3,577.3
2019-03-19 18:00:00,620.2,620.2,620.2,620.2
2019-03-19 19:00:00,532.3,532.3,532.3,532.3
2019-03-19 20:00:00,474.5,474.5,474.5,474.5
2019-03-19 21:00:00,457.40000000000003,457.40000000000003,457.40000000000003,457.40000000000003
2019-03-19 22:00:00,440.4,440.4,440.4,440.4
2019-03-19 23:00:00,427.70000000000005,427.70000000000005,427.70000000000005,427.70000000000005
2019-03-20 00:00:00,407.59999999999997,407.59999999999997,407.59999999999997,407.59999999999997
2019-03-20 01:00:00,366.70000000000005,366.70000000000005,366.70000000000005,366.70000000000005
2019-03-20 02:00:00,359.09999999999997,359.09999999999997,359.09999999999997,359.09999999999997
2019-03-20 03:00:00,397.1,397.1,397.1,397.1
2019-03-20 04:00:00,429.4,429.4,429.4,429.4
2019-03-20 05:00:00,445.6,445.6,445.6,445.6
2019-03-20 06:00:00,461.4,461.4,461.4,461.4
2019-03-20 07:00:00,458.7,458.7,458.7,458.7
2019-03-20 08:00:00,448.6,448.6,448.6,448.6
2019-03-20 09:00:00,440.7,440.7,440.7,440.7
2019-03-20 10:00:00,434.6,434.6,434.6,434.6
2019-03-20 11:00:00,429.6,429.6,429.6,429.6
2019-03-20 12:00:00,428.2,428.2,428.2,428.2
2019-03-20 13:00:00,429.20000000000005,429.20000000000005,429.20000000000005,429.20000000000005
2019-03-20 14:00:00,432.70000000000005,432.70000000000005,432.70000000000005,432.70000000000005
2019-03-20 15:00:00,440.4,440.4,440.4,440.4
2019-03-20 16:00:00,452.1,452.1,456.70000000000005,456.70000000000005
2019-03-20 17:00:00,451.8,451.8,470.3,470.3
2019-03-20 18:00:00,452.0,452.0,458.5,458.5
2019-03-20 19:00:00,451.3,451.3,451.3,451.3
2019-03-20 20:00:00,442.29999999999995,442.29999999999995,442.29999999999995,442.29999999999995
2019-03-20 21:00:00,431.3,431.3,431.3,431.3
2019-03-20 22:00:00,413.29999999999995,413.29999999999995,413.29999999999995,413.29999999999995
2019-03-20 23:00:00,385.3,385.3,385.3,385.3
2019-03-21 00:00:00,361.9,361.9,361.9,361.9
2019-03-21 01:00:00,349.5,349.5,349.5,349.5
2019-03-21 02:00:00,344.6,344.6,344.6,344.6
2019-03-21 03:00:00,360.5,360.5,360.5,360.5
2019-03-21 04:00:00,409.3,409.3,409.3,409.3
2019-03-21 05:00:00,428.9,428.9,428.9,428.9
2019-03-21 06:00:00,445.3,445.3,445.3,445.3
2019-03-21 07:00:00,451.9,451.9,451.9,451.9
2019-03-21 08:00:00,430.6,430.6,430.6,430.6
2019-03-21 09:00:00,418.0,418.0,418.0,418.0
2019-03-21 10:00:00,411.1,411.1,411.1,411.1
2019-03-21 11:00:00,409.09999999999997,409.09999999999997,409.09999999999997,409.09999999999997
2019-03-21 12:00:00,406.5,406.5,406.5,406.5
2019-03-21 13:00:00,405.79999999999995,405.79999999999995,405.79999999999995,405.79999999999995
2019-03-21 14:00:00,405.5,405.5,405.5,405.5
2019-03-21 15:00:00,415.6,415.6,415.6,415.6
2019-03-21 16:00:00,429.20000000000005,429.20000000000005,429.20000000000005,429.20000000000005
2019-03-21 17:00:00,438.0,438.0,438.0,438.0
2019-03-21 18:00:00,435.20000000000005,435.20000000000005,435.20000000000005,435.20000000000005
2019-03-21 19:00:00,427.5,427.5,427.5,427.5
2019-03-21 20:00:00,415.3,415.3,415.3,415.3
2019-03-21 21:00:00,396.70000000000005,396.70000000000005,396.70000000000005,396.70000000000005
2019-03-21 22:00:00,367.5,367.5,367.5,367.5
2019-03-21 23:00:00,372.2,372.2,372.2,372.2
2019-03-22 00:00:00,366.0,366.0,366.0,366.0
2019-03-22 01:00:00,373.6,373.6,373.6,373.6
2019-03-22 02:00:00,379.6,379.6,379.6,379.6
2019-03-22 03:00:00,398.2,398.2,398.2,398.2
2019-03-22 04:00:00,422.8,422.8,422.8,422.8
2019-03-22 05:00:00,448.0,448.0,448.0,448.0
2019-03-22 06:00:00,514.8,514.8,514.8,519.0999999999999
2019-03-22 07:00:00,496.9,496.9,496.9,500.90000000000003
2019-03-22 08:00:00,460.6,460.6,460.6,460.6
2019-03-22 09:00:00,435.3,435.3,435.3,435.3
2019-03-22 10:00:00,423.40000000000003,423.40000000000003,423.40000000000003,423.40000000000003
2019-03-22 11:00:00,418.0,418.0,418.0,418.0
2019-03-22 12:00:00,410.3,410.3,410.3,410.3
2019-03-22 13:00:00,403.5,403.5,403.5,403.5
2019-03-22 14:00:00,401.4,401.4,401.4,401.4
2019-03-22 15:00:00,408.6,408.6,408.6,408.6
2019-03-22 16:00:00,429.20000000000005,429.20000000000005,429.20000000000005,429.20000000000005
2019-03-22 17:00:00,430.6,430.6,436.59999999999997,436.59999999999997
2019-03-22 18:00:00,425.20000000000005,425.20000000000005,425.20000000000005,425.20000000000005
2019-03-22 19:00:00,411.70000000000005,411.70000000000005,411.70000000000005,411.70000000000005
2019-03-22 20:00:00,399.5,399.5,399.5,399.5
2019-03-22 21:00:00,378.7,378.7,378.7,378.7
2019-03-22 22:00:00,356.4,356.4,356.4,356.4
2019-03-22 23:00:00,363.1,363.1,363.1,363.1
2019-03-23 00:00:00,346.70000000000005,346.70000000000005,346.70000000000005,346.70000000000005
2019-03-23 01:00:00,315.2,315.2,315.2,315.2
2019-03-23 02:00:00,319.6,319.6,319.6,319.6
2019-03-23 03:00:00,332.9,332.9,332.9,332.9
2019-03-23 04:00:00,345.3,345.3,345.3,345.3
2019-03-23 05:00:00,354.09999999999997,354.09999999999997,354.09999999999997,354.09999999999997
2019-03-23 06:00:00,382.70000000000005,382.70000000000005,382.70000000000005,382.70000000000005
2019-03-23 07:00:00,392.8,392.8,392.8,392.8
2019-03-23 08:00:00,391.5,391.5,391.5,391.5
2019-03-23 09:00:00,361.70000000000005,361.70000000000005,361.70000000000005,361.70000000000005
2019-03-23 10:00:00,334.6,334.6,334.6,334.6
2019-03-23 11:00:00,312.3,312.3,312.3,312.3
2019-03-23 12:00:00,304.40000000000003,304.40000000000003,304.40000000000003,304.40000000000003
2019-03-23 13:00:00,295.9,295.9,295.9,295.9
2019-03-23 14:00:00,309.20000000000005,309.20000000000005,309.20000000000005,309.20000000000005
2019-03-23 15:00:00,328.7,328.7,328.7,328.7
2019-03-23 16:00:00,382.40000000000003,382.40000000000003,382.40000000000003,382.40000000000003
2019-03-23 17:00:00,405.79999999999995,405.79999999999995,405.79999999999995,405.79999999999995
2019-03-23 18:00:00,400.3,400.3,400.3,400.3
2019-03-23 19:00:00,383.6,383.6,383.6,383.6
2019-03-23 20:00:00,353.6,353.6,353.6,353.6
2019-03-23 21:00:00,326.1,326.1,326.1,326.1
2019-03-23 22:00:00,316.70000000000005,316.70000000000005,316.70000000000005,316.70000000000005
2019-03-23 23:00:00,329.4,329.4,329.4,329.4
2019-03-24 00:00:00,314.7,314.7,314.7,314.7
2019-03-24 01:00:00,327.2,327.2,327.2,327.2
2019-03-24 02:00:00,336.70000000000005,336.70000000000005,336.70000000000005,336.70000000000005
2019-03-24 03:00:00,345.4,345.4,345.4,345.4
2019-03-24 04:00:00,349.0,349.0,349.0,349.0
2019-03-24 05:00:00,350.3,350.3,350.3,350.3
2019-03-24 06:00:00,365.79999999999995,365.79999999999995,365.79999999999995,365.79999999999995
2019-03-24 07:00:00,382.70000000000005,382.70000000000005,382.70000000000005,382.70000000000005
2019-03-24 08:00:00,374.4,374.4,374.4,374.4
2019-03-24 09:00:00,353.2,353.2,353.2,353.2
2019-03-24 10:00:00,334.7,334.7,334.7,334.7
2019-03-24 11:00:00,325.20000000000005,325.20000000000005,325.20000000000005,325.20000000000005
2019-03-24 12:00:00,267.1,267.1,267.1,267.1
2019-03-24 13:00:00,268.6,268.6,268.6,268.6
2019-03-24 14:00:00,320.0,320.0,320.0,320.0
2019-03-24 15:00:00,330.09999999999997,330.09999999999997,330.09999999999997,330.09999999999997
2019-03-24 16:00:00,364.4,364.4,364.4,364.4
2019-03-24 17:00:00,410.0,410.0,410.0,410.0
2019-03-24 18:00:00,423.0,423.0,423.0,423.0
2019-03-24 19:00:00,410.4,410.4,410.4,410.4
2019-03-24 20:00:00,380.79999999999995,380.79999999999995,380.79999999999995,380.79999999999995
2019-03-24 21:00:00,365.4,365.4,365.4,365.4
2019-03-24 22:00:00,363.6,363.6,363.6,363.6
2019-03-24 23:00:00,274.6,274.6,274.6,274.6
2019-03-25 00:00:00,284.7,284.7,284.7,284.7
2019-03-25 01:00:00,280.4,280.4,280.4,280.4
2019-03-25 02:00:00,303.7,303.7,303.7,303.7
2019-03-25 03:00:00,348.0,348.0,348.0,348.0
2019-03-25 04:00:00,398.29999999999995,398.29999999999995,398.29999999999995,398.29999999999995
2019-03-25 05:00:00,412.2,412.2,412.2,412.2
2019-03-25 06:00:00,434.5,434.5,434.5,434.5
2019-03-25 07:00:00,449.09999999999997,449.09999999999997,449.09999999999997,449.09999999999997
2019-03-25 08:00:00,438.1,438.1,438.1,438.1
2019-03-25 09:00:00,430.79999999999995,430.79999999999995,430.79999999999995,430.79999999999995
2019-03-25 10:00:00,426.0,426.0,426.0,426.0
2019-03-25 11:00:00,418.0,418.0,418.0,418.0
2019-03-25 12:00:00,415.4,415.4,415.4,415.4
2019-03-25 13:00:00,412.0,412.0,412.0,412.0
2019-03-25 14:00:00,411.2,411.2,411.2,411.2
2019-03-25 15:00:00,413.0,413.0,413.0,413.0
2019-03-25 16:00:00,421.9,421.9,421.9,421.9
2019-03-25 17:00:00,436.1,436.1,436.1,436.1
2019-03-25 18:00:00,449.20000000000005,449.20000000000005,449.20000000000005,474.09999999999997
2019-03-25 19:00:00,437.5,437.5,437.5,437.5
2019-03-25 20:00:00,421.70000000000005,421.70000000000005,421.70000000000005,421.70000000000005
2019-03-25 21:00:00,418.2,418.2,418.2,418.2
2019-03-25 22:00:00,392.8,392.8,392.8,392.8
2019-03-25 23:00:00,347.2,347.2,347.2,347.2
2019-03-26 00:00:00,321.5,321.5,321.5,321.5
2019-03-26 01:00:00,314.0,314.0,314.0,314.0
2019-03-26 02:00:00,313.4,313.4,313.4,313.4
2019-03-26 03:00:00,313.6,313.6,313.6,313.6
2019-03-26 04:00:00,380.6,380.6,380.6,380.6
2019-03-26 05:00:00,407.2,407.2,407.2,407.2
2019-03-26 06:00:00,446.9,446.9,446.9,446.9
2019-03-26 07:00:00,446.4,446.4,446.4,446.4
2019-03-26 08:00:00,424.90000000000003,424.90000000000003,424.90000000000003,424.90000000000003
2019-03-26 09:00:00,432.70000000000005,432.70000000000005,432.70000000000005,432.70000000000005
2019-03-26 10:00:00,427.2,427.2,427.2,427.2
2019-03-26 11:00:00,427.2,427.2,427.2,427.2
2019-03-26 12:00:00,429.0,429.0,429.0,429.0
2019-03-26 13:00:00,424.5,424.5,424.5,424.5
2019-03-26 14:00:00,427.2,427.2,427.2,427.2
2019-03-26 15:00:00,432.59999999999997,432.59999999999997,432.59999999999997,432.59999999999997
2019-03-26 16:00:00,456.4,456.4,456.4,456.4
2019-03-26 17:00:00,501.70000000000005,501.70000000000005,501.70000000000005,501.70000000000005
2019-03-26 18:00:00,503.40000000000003,503.40000000000003,503.40000000000003,503.40000000000003
2019-03-26 19:00:00,449.4,449.4,449.4,449.4
2019-03-26 20:00:00,437.70000000000005,437.70000000000005,437.70000000000005,442.0
2019-03-26 21:00:00,426.8,426.8,426.8,426.8
2019-03-26 22:00:00,401.2,401.2,401.2,401.2
2019-03-26 23:00:00,382.2,382.2,382.2,382.2
2019-03-27 00:00:00,363.29999999999995,363.29999999999995,363.29999999999995,363.29999999999995
2019-03-27 01:00:00,357.70000000000005,357.70000000000005,357.70000000000005,357.70000000000005
2019-03-27 02:00:00,348.29999999999995,348.29999999999995,348.29999999999995,348.29999999999995
2019-03-27 03:00:00,356.3,356.3,356.3,356.3
2019-03-27 04:00:00,394.79999999999995,394.79999999999995,394.79999999999995,394.79999999999995
2019-03-27 05:00:00,423.7,423.7,423.7,427.9
2019-03-27 06:00:00,465.7,465.7,465.7,480.09999999999997
2019-03-27 07:00:00,479.20000000000005,479.20000000000005,479.20000000000005,479.20000000000005
2019-03-27 08:00:00,458.6,458.6,458.6,458.6
2019-03-27 09:00:00,432.9,432.9,432.9,432.9
2019-03-27 10:00:00,423.8,423.8,423.8,423.8
2019-03-27 11:00:00,417.5,417.5,417.5,417.5
2019-03-27 12:00:00,413.1,413.1,413.1,413.1
2019-03-27 13:00:00,404.4,404.4,404.4,404.4
2019-03-27 14:00:00,412.0,412.0,412.0,412.0
2019-03-27 15:00:00,408.9,408.9,408.9,408.9
2019-03-27 16:00:00,424.4,424.4,424.4,433.0
2019-03-27 17:00:00,442.29999999999995,442.29999999999995,442.29999999999995,451.1
2019-03-27 18:00:00,439.3,439.3,439.3,488.0
2019-03-27 19:00:00,428.9,428.9,428.9,428.9
2019-03-27 20:00:00,419.90000000000003,419.90000000000003,419.90000000000003,419.90000000000003
2019-03-27 21:00:00,406.59999999999997,406.59999999999997,406.59999999999997,406.59999999999997
2019-03-27 22:00:00,385.3,385.3,385.3,385.3
2019-03-27 23:00:00,341.3,341.3,341.3,341.3
2019-03-28 00:00:00,342.70000000000005,342.70000000000005,342.70000000000005,342.70000000000005
2019-03-28 01:00:00,339.7,339.7,339.7,339.7
2019-03-28 02:00:00,330.7,330.7,330.7,330.7
2019-03-28 03:00:00,345.4,345.4,345.4,345.4
2019-03-28 04:00:00,374.0,374.0,374.0,374.0
2019-03-28 05:00:00,393.29999999999995,393.29999999999995,393.29999999999995,452.70000000000005
2019-03-28 06:00:00,410.09999999999997,410.09999999999997,410.09999999999997,506.9
2019-03-28 07:00:00,418.6,418.6,418.6,506.2
2019-03-28 08:00:00,409.0,409.0,409.0,476.0
2019-03-28 09:00:00,404.09999999999997,404.09999999999997,404.09999999999997,449.0
2019-03-28 10:00:00,396.9,396.9,396.9,441.3
2019-03-28 11:00:00,395.4,395.4,395.4,433.0
2019-03-28 12:00:00,392.59999999999997,392.59999999999997,392.59999999999997,431.4
2019-03-28 13:00:00,390.0,390.0,390.0,438.2
2019-03-28 14:00:00,385.79999999999995,385.79999999999995,385.79999999999995,448.7
2019-03-28 15:00:00,385.20000000000005,385.20000000000005,385.20000000000005,385.20000000000005
2019-03-28 16:00:00,384.79999999999995,384.79999999999995,384.79999999999995,384.79999999999995
2019-03-28 17:00:00,387.29999999999995,387.29999999999995,387.29999999999995,448.8
2019-03-28 18:00:00,378.8,378.8,378.8,378.8
2019-03-28 19:00:00,361.8,361.8,361.8,361.8
2019-03-28 20:00:00,341.70000000000005,341.70000000000005,341.70000000000005,341.70000000000005
2019-03-28 21:00:00,303.09999999999997,303.09999999999997,303.09999999999997,303.09999999999997
2019-03-28 22:00:00,285.2,285.2,285.2,285.2
2019-03-28 23:00:00,50.199999999999996,50.199999999999996,50.199999999999996,50.199999999999996
2019-03-29 00:00:00,30.4,30.4,30.4,30.4
2019-03-29 01:00:00,42.699999999999996,42.699999999999996,42.699999999999996,42.699999999999996
2019-03-29 02:00:00,45.300000000000004,45.300000000000004,45.300000000000004,45.300000000000004
2019-03-29 03:00:00,182.89999999999998,182.89999999999998,182.89999999999998,182.89999999999998
2019-03-29 04:00:00,346.8,346.8,346.8,346.8
2019-03-29 05:00:00,367.5,367.5,367.5,367.5
2019-03-29 06:00:00,388.1,388.1,388.1,440.09999999999997
2019-03-29 07:00:00,390.6,390.6,390.6,418.5
2019-03-29 08:00:00,382.70000000000005,382.70000000000005,382.70000000000005,382.70000000000005
2019-03-29 09:00:00,373.5,373.5,373.5,373.5
2019-03-29 10:00:00,354.0,354.0,354.0,354.0
2019-03-29 11:00:00,344.09999999999997,344.09999999999997,344.09999999999997,344.09999999999997
2019-03-29 12:00:00,336.5,336.5,336.5,336.5
2019-03-29 13:00:00,331.59999999999997,331.59999999999997,331.59999999999997,331.59999999999997
2019-03-29 14:00:00,339.0,339.0,339.0,339.0
2019-03-29 15:00:00,346.0,346.0,346.0,346.0
2019-03-29 16:00:00,357.40000000000003,357.40000000000003,357.40000000000003,357.40000000000003
2019-03-29 17:00:00,390.3,390.3,390.3,390.3
2019-03-29 18:00:00,380.90000000000003,380.90000000000003,380.90000000000003,380.90000000000003
2019-03-29 19:00:00,354.6,354.6,354.6,354.6
2019-03-29 20:00:00,346.2,346.2,346.2,346.2
2019-03-29 21:00:00,318.4,318.4,318.4,318.4
2019-03-29 22:00:00,274.20000000000005,274.20000000000005,274.20000000000005,274.20000000000005
2019-03-29 23:00:00,340.7,340.7,340.7,340.7
2019-03-30 00:00:00,323.29999999999995,323.29999999999995,323.29999999999995,323.29999999999995
2019-03-30 01:00:00,305.79999999999995,305.79999999999995,305.79999999999995,305.79999999999995
2019-03-30 02:00:00,328.5,328.5,328.5,328.5
2019-03-30 03:00:00,363.2,363.2,363.2,363.2
2019-03-30 04:00:00,343.9,343.9,343.9,343.9
2019-03-30 05:00:00,334.79999999999995,334.79999999999995,334.79999999999995,334.79999999999995
2019-03-30 06:00:00,345.6,345.6,345.6,345.6
2019-03-30 07:00:00,363.2,363.2,363.2,363.2
